bhk,locality,Price,sqft,status,Possession,price_per_sqft,Age_old,bath
2,Kalyani Nagar,88 L,1180,Ready to move,,"7,457 / sq ft",6,2
2,Kalyani Nagar,87.7 L,982,Ready to move,,"8,930 / sq ft",6,2
2,Kharadi,73 L,1075,Ready to move,,"6,790 / sq ft",14,2
3,Bavdhan,1.15 Cr,1732,Under Construction,Possession by May 2023,"6,639 / sq ft",,2
3,Baner,1.2 Cr,1600,Under Construction,Possession by May 2025,"7,500 / sq ft",,3
2,Kalyani Nagar,98 L,1250,Ready to move,,"7,840 / sq ft",11,2
2,Kalyani Nagar,95 L,1150,Ready to move,,"8,260 / sq ft",6,2
2,Manjari,50 L,1010,Ready to move,,"4,950 / sq ft",8,2
1,Gujarwadi Road,31 L,595,Ready to move,,"5,210 / sq ft",1,2
3,Handewadi,70 L,1274,Ready to move,,"5,494 / sq ft",5,3
2,Dhankawadi,65 L,1000,Ready to move,,"6,500 / sq ft",14,2
3,Kondhwa,92 L,1500,Ready to move,,"6,133 / sq ft",8,3
3,Undri,65 L,1435,Ready to move,,"4,529 / sq ft",5,3
3,Kondhwa,95 L,1466,Ready to move,,"6,480 / sq ft",5,3
2,Bibwewadi,75 L,1000,Ready to move,,"7,500 / sq ft",17,2
2,Baner,87 L,1260,Ready to move,,"6,904 / sq ft",0,2
3,NIBM Annexe,1.05 Cr,1500,Ready to move,,"7,000 / sq ft",,3
3,Balewadi,1.2 Cr,1435,Under Construction,,"8,362 / sq ft",,2
2,Kondhwa,50 L,1000,Ready to move,,"5,000 / sq ft",15,2
2,Wadgaon Budruk,61 L,1184,Ready to move,,"5,152 / sq ft",1,2
2,Kondhwa,60 L,1000,Ready to move,,"6,000 / sq ft",3,2
1,Wanowrie,36 L,600,Ready to move,,"6,000 / sq ft",13,1
2,Balewadi,88 L,1104,Under Construction,,"7,971 / sq ft",,2
1,Kondhwa,36 L,550,Ready to move,,"6,545 / sq ft",1,1
3,Kondhwa,78 L,1500,Ready to move,,"5,200 / sq ft",10,3
3,Kondhwa,85 L,1500,Ready to move,,"5,666 / sq ft",10,3
3,Undri,81 L,1450,Ready to move,,"5,586 / sq ft",5,3
3,Kalyani Nagar,1.25 Cr,1500,Ready to move,,"8,333 / sq ft",7,3
3,Kalyani Nagar,1.25 Cr,1578,Ready to move,,"7,921 / sq ft",2,3
2,Viman Nagar,76 L,980,Ready to move,,"7,755 / sq ft",11,2
2,Kalyani Nagar,1.2 Cr,1250,Ready to move,,"9,600 / sq ft",9,2
3,Kalyani Nagar,1.18 Cr,1300,Ready to move,,"9,076 / sq ft",7,3
2,Viman Nagar,75.5 L,950,Ready to move,,"7,947 / sq ft",6,2
3,Kalyani Nagar,1.16 Cr,1400,Ready to move,,"8,285 / sq ft",2,3
2,Viman Nagar,75 L,1100,Ready to move,,"6,818 / sq ft",11,2
3,Kalyani Nagar,1.13 Cr,1051,Ready to move,,"10,751 / sq ft",3,3
2,Kalyani Nagar,1.13 Cr,1070,Ready to move,,"10,560 / sq ft",7,2
2,Viman Nagar,75 L,1055,Ready to move,,"7,109 / sq ft",9,2
2,Kalyani Nagar,1.1 Cr,1300,Ready to move,,"8,461 / sq ft",121,3
2,Kalyani Nagar,1.1 Cr,1250,Ready to move,,"8,800 / sq ft",3,2
2,Viman Nagar,70 L,1100,Ready to move,,"6,363 / sq ft",11,2
2,Kalyani Nagar,1.07 Cr,1100,Ready to move,,"9,727 / sq ft",3,2
2,Kalyani Nagar,1.07 Cr,1055,Ready to move,,"10,142 / sq ft",17,2
2,Viman Nagar,70 L,1400,Ready to move,,"5,000 / sq ft",12,2
2,Wadgaon Sheri,67 L,1080,Ready to move,,"6,203 / sq ft",4,2
3,Kalyani Nagar,1.7 Cr,1700,Ready to move,,"10,000 / sq ft",9,3
3,Kalyani Nagar,1.68 Cr,1750,Ready to move,,"9,600 / sq ft",3,3
2,Dhanori,73 L,1190,Ready to move,,"6,134 / sq ft",,2
2,Dhanori,73 L,1200,Ready to move,,"6,083 / sq ft",,2
3,Sus,1.1 Cr,1750,Ready to move,,"6,285 / sq ft",,3
2,Pimple Saudagar,75 L,1100,Ready to move,,"6,818 / sq ft",2,2
2,Ravet,52 L,925,Ready to move,,"5,621 / sq ft",,2
2,Hinjewadi,62 L,950,Under Construction,Possession by May 2023,"6,526 / sq ft",,2
1,Lohegaon,32 L,620,Ready to move,,"5,161 / sq ft",2,
2,Kharadi,66 L,1020,Ready to move,,"6,470 / sq ft",0,2
2,Wanowrie,69 L,1050,Ready to move,,"6,571 / sq ft",20,2
3,Bavdhan,1.12 Cr,1400,Ready to move,,"8,000 / sq ft",3,3
2,Wadgaon Sheri,56 L,840,Ready to move,,"6,666 / sq ft",,2
2,Kharadi,78 L,1050,Ready to move,,"7,428 / sq ft",5,2
2,Wadgaon Sheri,63 L,966,Under Construction,Possession by Nov 2023,"6,521 / sq ft",,2
3,Manjari,79.9 L,1075,Under Construction,Possession by Jul 2024,"7,432 / sq ft",,3
2,Wadgaon Sheri,58 L,905,Under Construction,Possession by Nov 2023,"6,408 / sq ft",,2
1,Wagholi,28 L,600,Under Construction,,"4,666 / sq ft",,1
2,Hinjewadi,44 L,940,Under Construction,Possession by Jun 2024,"4,680 / sq ft",,2
1,Hinjewadi,33 L,630,Under Construction,Possession by Jun 2024,"5,238 / sq ft",,2
2,Hinjewadi,45.5 L,945,Under Construction,Possession by Jun 2024,"4,814 / sq ft",,2
2,Tathawade,48 L,900,Under Construction,Possession by Jun 2026,"5,333 / sq ft",,2
2,Wakad,65 L,925,Under Construction,,"7,027 / sq ft",,2
2,Hinjewadi,45 L,950,Under Construction,Possession by Jun 2024,"4,736 / sq ft",,2
1,Wagholi,29 L,700,Under Construction,Possession by May 2024,"4,142 / sq ft",,2
1,Wakad,42 L,594,Under Construction,,"7,070 / sq ft",,2
2,Kalyani Nagar,1.17 Cr,1100,Ready to move,,"10,636 / sq ft",9,2
3,Kalyani Nagar,1.17 Cr,1550,Ready to move,,"7,548 / sq ft",6,3
2,Wakad,70 L,950,Ready to move,,"7,368 / sq ft",0,2
2,Kalyani Nagar,1.15 Cr,1100,Ready to move,,"10,454 / sq ft",9,2
2,Kalyani Nagar,1.15 Cr,1380,Ready to move,,"8,333 / sq ft",17,2
2,Kalyani Nagar,1.13 Cr,1070,Ready to move,,"10,560 / sq ft",1,2
2,Kalyani Nagar,1.1 Cr,1400,Ready to move,,"7,857 / sq ft",11,2
2,Kalyani Nagar,1.1 Cr,1300,Ready to move,,"8,461 / sq ft",6,3
2,Kalyani Nagar,1.09 Cr,1367,Ready to move,,"7,973 / sq ft",6,2
3,Kalyani Nagar,1.08 Cr,1350,Ready to move,,"8,000 / sq ft",6,2
2,Mundhwa,87 L,1000,Under Construction,Possession by Apr 2022,"8,700 / sq ft",,2
2,Kothrud,1.1 Cr,1100,Ready to move,,"10,000 / sq ft",,2
2,Kalyani Nagar,1.25 Cr,1400,Ready to move,,"8,928 / sq ft",6,2
3,Mundhwa,1.08 Cr,1097,Under Construction,Possession by Apr 2022,"9,845 / sq ft",,3
3,Kalyani Nagar,1.22 Cr,1380,Ready to move,,"8,840 / sq ft",17,2
2,Kharadi,89 L,1100,Ready to move,,"8,090 / sq ft",4,2
3,Kalyani Nagar,1.21 Cr,1491,Ready to move,,"8,115 / sq ft",6,3
2,Kalyani Nagar,1.2 Cr,1108,Ready to move,,"10,830 / sq ft",9,2
2,Kalyani Nagar,1.2 Cr,1200,Ready to move,,"10,000 / sq ft",6,2
3,Kalyani Nagar,1.19 Cr,1487,Ready to move,,"8,002 / sq ft",6,3
2,Kalyani Nagar,1.18 Cr,1050,Ready to move,,"11,238 / sq ft",9,2
3,Kalyani Nagar,1.18 Cr,1600,Ready to move,,"7,375 / sq ft",6,3
2,Kalyani Nagar,1.17 Cr,1220,Ready to move,,"9,590 / sq ft",6,2
2,Mundhwa,63.99 L,631,Under Construction,Possession by Oct 2023,"10,142 / sq ft",,
2,Mundhwa,63.65 L,628,Under Construction,Possession by Oct 2023,"10,135 / sq ft",,
2,Mundhwa,63.34 L,625,Under Construction,Possession by Oct 2023,"10,135 / sq ft",,
2,Mundhwa,63.75 L,629,Under Construction,Possession by Oct 2023,"10,152 / sq ft",,
2,Kharadi,84.97 L,745,Under Construction,Possession by Feb 2021,"11,405 / sq ft",,
2,Kharadi,77.5 L,671,Under Construction,Possession by Feb 2021,"11,567 / sq ft",,
2,Kharadi,83.18 L,727,Under Construction,Possession by Feb 2021,"11,457 / sq ft",,
2,Kharadi,82.96 L,725,Under Construction,Possession by Feb 2021,"11,443 / sq ft",,
2,Kharadi,85.04 L,747,Under Construction,Possession by Feb 2021,"11,400 / sq ft",,
2,Kharadi,81.45 L,710,Under Construction,Possession by Feb 2021,"11,488 / sq ft",,
2,Kharadi,81.52 L,711,Under Construction,Possession by Feb 2021,"11,483 / sq ft",,
2,Kharadi,77.64 L,672,Under Construction,Possession by Feb 2021,"11,554 / sq ft",,
2,Kharadi,81.67 L,712,Under Construction,Possession by Feb 2021,"11,486 / sq ft",,
1,Bavdhan,45.14 L,319,Under Construction,Possession by Jun 2021,"14,151 / sq ft",,
3,Bavdhan,1.08 Cr,845,Under Construction,Possession by Jun 2021,"12,821 / sq ft",,
3,Bavdhan,1.08 Cr,846,Under Construction,Possession by Jun 2021,"12,821 / sq ft",,
3,Bavdhan,1 Cr,780,Under Construction,Possession by Jun 2021,"12,820 / sq ft",,
3,Bavdhan,1 Cr,784,Under Construction,Possession by Jun 2021,"12,821 / sq ft",,
2,Bavdhan,82.35 L,582,Under Construction,Possession by Jun 2021,"14,151 / sq ft",,
2,Bavdhan,81.08 L,573,Under Construction,Possession by Jun 2021,"14,151 / sq ft",,
3,Bavdhan,1.07 Cr,837,Under Construction,Possession by Jun 2021,"12,821 / sq ft",,
2,Bavdhan,80.8 L,571,Under Construction,Possession by Jun 2021,"14,151 / sq ft",,
3,Bavdhan,1.07 Cr,838,Under Construction,Possession by Jun 2021,"12,821 / sq ft",,
2,Bavdhan,93.72 L,575,Under Construction,Possession by Jun 2021,"16,300 / sq ft",,
2,Bavdhan,93.56 L,574,Under Construction,Possession by Jun 2021,"16,300 / sq ft",,
1,Bavdhan,48.67 L,344,Under Construction,Possession by Jun 2021,"14,151 / sq ft",,
3,Bavdhan,1.06 Cr,827,Under Construction,Possession by Jun 2021,"12,821 / sq ft",,
3,Bavdhan,1.06 Cr,828,Under Construction,Possession by Jun 2021,"12,821 / sq ft",,
1,Bavdhan,47.97 L,339,Under Construction,Possession by Jun 2021,"14,151 / sq ft",,
2,Bavdhan,1.01 Cr,621,Under Construction,Possession by Jun 2021,"16,300 / sq ft",,
2,Bavdhan,70.75 L,500,Under Construction,Possession by Jun 2021,"14,151 / sq ft",,
1,Bavdhan,47.83 L,338,Under Construction,Possession by Jun 2021,"14,151 / sq ft",,
3,Bavdhan,1.05 Cr,822,Under Construction,Possession by Jun 2021,"12,821 / sq ft",,
2,Bavdhan,88.16 L,623,Under Construction,Possession by Jun 2021,"14,151 / sq ft",,
2,Bavdhan,89.16 L,547,Under Construction,Possession by Jun 2021,"16,300 / sq ft",,
2,Bavdhan,88.99 L,546,Under Construction,Possession by Jun 2021,"16,300 / sq ft",,
3,Bavdhan,1.03 Cr,811,Under Construction,Possession by Jun 2021,"12,821 / sq ft",,
2,Bavdhan,81.33 L,499,Under Construction,Possession by Jun 2021,"16,300 / sq ft",,
2,Viman Nagar,70 L,900,Ready to move,,"7,777 / sq ft",11,2
2,Ravet,52 L,856,Ready to move,,"6,074 / sq ft",,2
3,Balewadi,75 L,1450,Ready to move,,"5,172 / sq ft",,3
2,Pashan,79.83 L,1025,Under Construction,,"7,788 / sq ft",,2
3,Deccan Gymkhana,3.26 Cr,1365,Ready to move,,"23,882 / sq ft",,3
3,Bavdhan,77.59 L,1375,Under Construction,,"5,642 / sq ft",,3
2,Mundhwa,97 L,1230,Under Construction,Possession by Feb 2020,"7,886 / sq ft",,2
4,Kharadi,1.89 Cr,2437,Ready to move,,"7,755 / sq ft",2,3
2,Hinjewadi,68.58 L,1143,Ready to move,,"6,000 / sq ft",3,
2,Hinjewadi,69.72 L,1162,Ready to move,,"6,000 / sq ft",3,
2,Hinjewadi,53.64 L,894,Ready to move,,"6,000 / sq ft",3,
2,Hinjewadi,51.66 L,861,Ready to move,,"6,000 / sq ft",3,
2,Hinjewadi,51.9 L,865,Ready to move,,"6,000 / sq ft",3,
2,Hinjewadi,58.74 L,979,Ready to move,,"6,000 / sq ft",3,
2,Hinjewadi,52.8 L,880,Ready to move,,"6,000 / sq ft",3,
3,Mamurdi,58.82 L,633,Under Construction,Possession by Aug 2024,"9,292 / sq ft",,
2,Tathawade,58.06 L,662,Under Construction,Possession by Sep 2024,"8,771 / sq ft",,
2,Tathawade,71.79 L,904,Under Construction,Possession by Dec 2025,"7,942 / sq ft",,
3,Mamurdi,58.44 L,628,Under Construction,Possession by Aug 2024,"9,320 / sq ft",,
1,Tathawade,35.32 L,400,Under Construction,Possession by Sep 2024,"8,832 / sq ft",,
3,Tathawade,91.5 L,993,Under Construction,Possession by Dec 2025,"9,214 / sq ft",,
2,Mamurdi,47.99 L,512,Under Construction,Possession by Aug 2024,"9,393 / sq ft",,
2,Tathawade,62.01 L,727,Under Construction,Possession by Sep 2024,"8,530 / sq ft",,
3,Tathawade,87.09 L,850,Under Construction,Possession by Dec 2025,"10,246 / sq ft",,
1,Tathawade,38.1 L,439,Under Construction,Possession by Sep 2024,"8,681 / sq ft",,
1,Tathawade,58 L,579,Under Construction,Possession by Dec 2025,"10,017 / sq ft",,
1,Tathawade,49 L,369,Under Construction,Possession by Dec 2025,"13,315 / sq ft",,
2,Pashan,80 L,1012,Ready to move,,"7,905 / sq ft",,2
2,Sus,42 L,824,Under Construction,Possession by Dec 2023,"5,097 / sq ft",,2
4,Gahunje,1.99 Cr,2916,Under Construction,,"6,841 / sq ft",,5
3,Baner,1 Cr,1620,Under Construction,,"6,172 / sq ft",,3
3,Gahunje,1.79 Cr,2502,Under Construction,,"7,154 / sq ft",,4
1,Rahatani,38.5 L,597,Ready to move,,"6,448 / sq ft",1,2
3,Gahunje,1.49 Cr,2097,Under Construction,,"7,129 / sq ft",,3
2,Ravet,57 L,907,Under Construction,Possession by May 2022,"6,284 / sq ft",,2
2,Kharadi,60 L,776,Under Construction,Possession by Jul 2022,"7,731 / sq ft",,
2,Kharadi,56 L,710,Under Construction,Possession by Jul 2022,"7,887 / sq ft",,
2,Kharadi,52 L,648,Under Construction,Possession by Jul 2022,"8,024 / sq ft",,
3,Baner,1.6 Cr,1436,Ready to move,,"11,142 / sq ft",2,3
3,Kalyani Nagar,2.45 Cr,1750,Ready to move,,"14,000 / sq ft",12,3
3,Kalyani Nagar,2.4 Cr,2125,Ready to move,,"11,294 / sq ft",13,3
3,Kalyani Nagar,2.4 Cr,1935,Ready to move,,"12,403 / sq ft",13,3
3,Kalyani Nagar,2.35 Cr,1750,Ready to move,,"13,428 / sq ft",12,3
3,Kalyani Nagar,2.35 Cr,1780,Ready to move,,"13,202 / sq ft",8,3
3,Kalyani Nagar,2.3 Cr,1750,Ready to move,,"13,142 / sq ft",12,3
3,Kalyani Nagar,2.3 Cr,1750,Ready to move,,"13,142 / sq ft",12,3
5,Kalyani Nagar,2.29 Cr,2125,Ready to move,,"10,776 / sq ft",13,3
3,Kalyani Nagar,2.25 Cr,1800,Ready to move,,"12,500 / sq ft",6,3
3,Kalyani Nagar,2.25 Cr,1900,Ready to move,,"11,842 / sq ft",13,3
3,Kalyani Nagar,2.2 Cr,1700,Ready to move,,"12,941 / sq ft",13,3
3,Kalyani Nagar,2.2 Cr,1920,Ready to move,,"11,458 / sq ft",13,4
3,Kalyani Nagar,2.05 Cr,1800,Ready to move,,"11,388 / sq ft",7,3
3,Kalyani Nagar,2.03 Cr,1665,Ready to move,,"12,192 / sq ft",11,3
3,Kalyani Nagar,2 Cr,1710,Ready to move,,"11,695 / sq ft",7,3
4,Kalyani Nagar,2 Cr,1950,Ready to move,,"10,256 / sq ft",6,4
3,Kalyani Nagar,1.98 Cr,2125,Ready to move,,"9,317 / sq ft",13,3
3,Hadapsar,1.32 Cr,1654,Ready to move,,"7,980 / sq ft",6,3
3,Hadapsar,1.6 Cr,1405,Ready to move,,"11,387 / sq ft",6,3
1,Ambegaon,31.51 L,640,Ready to move,,"4,923 / sq ft",1,2
2,Hinjewadi,65.7 L,711,Under Construction,Possession by May 2024,"9,240 / sq ft",,2
2,Moshi,75 L,1150,Under Construction,,"6,521 / sq ft",,2
4,Kalyani Nagar,4.25 Cr,2905,Ready to move,,"14,629 / sq ft",2,5
4,Kalyani Nagar,4.2 Cr,2800,Ready to move,,"15,000 / sq ft",3,2
3,Kalyani Nagar,3 Cr,2239,Ready to move,,"13,398 / sq ft",13,3
4,Kalyani Nagar,3.9 Cr,3200,Ready to move,,"12,187 / sq ft",8,5
4,Kalyani Nagar,3.9 Cr,3200,Ready to move,,"12,187 / sq ft",8,5
4,Kalyani Nagar,3.75 Cr,2850,Ready to move,,"13,157 / sq ft",3,4
4,Kalyani Nagar,3.5 Cr,2881,Ready to move,,"12,148 / sq ft",6,4
4,Kalyani Nagar,3.4 Cr,2283,Ready to move,,"14,892 / sq ft",121,3
3,Kalyani Nagar,3.4 Cr,2283,Ready to move,,"14,892 / sq ft",2,4
4,Kalyani Nagar,3.25 Cr,2799,Ready to move,,"11,611 / sq ft",2,4
3,Kalyani Nagar,3.2 Cr,2320,Ready to move,,"13,793 / sq ft",3,4
3,Kalyani Nagar,3 Cr,2125,Ready to move,,"14,117 / sq ft",13,3
4,Kalyani Nagar,2.9 Cr,2881,Ready to move,,"10,065 / sq ft",3,4
4,Kalyani Nagar,2.9 Cr,2850,Ready to move,,"10,175 / sq ft",2,4
4,Kalyani Nagar,2.85 Cr,2881,Ready to move,,"9,892 / sq ft",2,5
4,Kalyani Nagar,2.8 Cr,2460,Ready to move,,"11,382 / sq ft",5,5
4,Kalyani Nagar,2.8 Cr,2881,Ready to move,,"9,718 / sq ft",3,5
4,Kalyani Nagar,2.75 Cr,2881,Ready to move,,"9,545 / sq ft",9,4
3,Kalyani Nagar,2.65 Cr,1750,Ready to move,,"15,142 / sq ft",12,3
3,Kalyani Nagar,2.6 Cr,1750,Ready to move,,"14,857 / sq ft",12,3
3,Kalyani Nagar,2.6 Cr,1800,Ready to move,,"14,444 / sq ft",12,3
3,Kalyani Nagar,2.55 Cr,1825,Ready to move,,"13,972 / sq ft",2,4
3,Kalyani Nagar,2.55 Cr,1800,Ready to move,,"14,166 / sq ft",3,3
3,Kalyani Nagar,2.5 Cr,2200,Ready to move,,"11,363 / sq ft",13,3
3,Kalyani Nagar,2.5 Cr,2200,Ready to move,,"11,363 / sq ft",13,3
3,Dhayari,84 L,1353,Ready to move,,"6,208 / sq ft",5,3
2,Moshi,40 L,665,Under Construction,Possession by Sep 2022,"6,015 / sq ft",,2
3,Wagholi,80.2 L,1407,Under Construction,Possession by Nov 2027,"5,700 / sq ft",,3
3,Kharadi,80.15 L,1406,Under Construction,Possession by May 2024,"5,700 / sq ft",,3
2,Kharadi,80.1 L,1405,Under Construction,Possession by May 2024,"5,701 / sq ft",,3
2,Viman Nagar,81 L,1150,Ready to move,,"7,043 / sq ft",13,2
2,Viman Nagar,81 L,1250,Ready to move,,"6,480 / sq ft",6,2
2,Viman Nagar,80 L,1150,Ready to move,,"6,956 / sq ft",11,2
2,Viman Nagar,80 L,1065,Ready to move,,"7,511 / sq ft",11,2
2,Wagholi,42 L,1100,Ready to move,,"3,818 / sq ft",5,2
2,Wagholi,39 L,980,Ready to move,,"3,979 / sq ft",4,2
2,Wagholi,48 L,1185,Ready to move,,"4,050 / sq ft",7,2
1,Wagholi,26 L,987,Ready to move,,"2,634 / sq ft",6,2
2,Wagholi,39 L,1080,Ready to move,,"3,611 / sq ft",2,2
2,Kharadi,1.5 Cr,1605,Ready to move,,"9,345 / sq ft",4,2
2,Mahalunge,52.3 L,663,Under Construction,Possession by Jun 2025,"7,888 / sq ft",,2
3,Undri,80 L,1961,Ready to move,,"4,079 / sq ft",9,3
2,Undri,50 L,1100,Ready to move,,"4,545 / sq ft",5,2
1,Hinjewadi,31.72 L,495,Under Construction,Possession by Dec 1899,"6,409 / sq ft",,
1,Hinjewadi,27.9 L,435,Under Construction,Possession by Dec 1899,"6,413 / sq ft",,
2,Hinjewadi,59.41 L,646,Under Construction,Possession by Sep 2022,"9,198 / sq ft",,
2,Hinjewadi,80.36 L,795,Under Construction,Possession by Sep 2022,"10,108 / sq ft",,
3,Undri,65.9 L,1108,Under Construction,Possession by Nov 2021,"5,947 / sq ft",,
1,Undri,31.5 L,475,Under Construction,Possession by Nov 2021,"6,631 / sq ft",,
2,Undri,44 L,706,Under Construction,Possession by Nov 2021,"6,232 / sq ft",,
1,Undri,31.4 L,473,Under Construction,Possession by Nov 2021,"6,638 / sq ft",,
2,Undri,43.4 L,694,Under Construction,Possession by Nov 2021,"6,253 / sq ft",,
2,Undri,43.7 L,701,Under Construction,Possession by Nov 2021,"6,233 / sq ft",,
2,Hinjewadi,64.49 L,569,Under Construction,Possession by Nov 2021,"11,335 / sq ft",,
2,Baramati,7 L,400,Ready to move,,"1,750 / sq ft",121,2
2,Baramati,9 L,880,Ready to move,,"1,022 / sq ft",121,3
2,Baramati,33 L,1010,Ready to move,,"3,267 / sq ft",121,2
2,Baramati,12 L,860,Ready to move,,"1,395 / sq ft",121,2
2,Residential Flat Baramati,8 L,602,Ready to move,,"1,328 / sq ft",1,2
2,Baramati,17 L,1000,Ready to move,,"1,700 / sq ft",121,2
2,Bhagwan Tatyasaheb Kawade Road,16 L,1100,Ready to move,,"1,454 / sq ft",2,1
2,Residential Flat Baramati,18 L,750,Ready to move,,"2,400 / sq ft",1,1
2,Pune Solapur Road,15 L,1300,Ready to move,,"1,153 / sq ft",121,2
2,Pune Station,11 L,603,Ready to move,,"1,824 / sq ft",121,1
2,Viman Nagar,97 L,1400,Ready to move,,"6,928 / sq ft",11,2
3,Viman Nagar,96 L,1400,Ready to move,,"6,857 / sq ft",11,3
2,Viman Nagar,95 L,1200,Ready to move,,"7,916 / sq ft",12,2
2,Viman Nagar,95 L,1692,Ready to move,,"5,614 / sq ft",5,2
2,Viman Nagar,90 L,1255,Ready to move,,"7,171 / sq ft",5,2
2,Viman Nagar,88 L,1365,Ready to move,,"6,446 / sq ft",6,2
2,Viman Nagar,86 L,950,Ready to move,,"9,052 / sq ft",13,2
2,Viman Nagar,86 L,1050,Ready to move,,"8,190 / sq ft",13,2
2,Viman Nagar,85.5 L,1140,Ready to move,,"7,500 / sq ft",6,2
2,Viman Nagar,85 L,1300,Ready to move,,"6,538 / sq ft",6,2
3,Hinjewadi,89 L,1566,Under Construction,Possession by May 2027,"5,683 / sq ft",,3
2,Moshi,47.8 L,1050,Under Construction,Possession by Aug 2022,"4,552 / sq ft",,2
3,Balewadi,2.05 Cr,2240,Under Construction,,"9,151 / sq ft",,3
3,Balewadi,2.05 Cr,2240,Under Construction,,"9,151 / sq ft",,3
2,Katraj,23 L,875,Ready to move,,"2,628 / sq ft",,2
3,Kalyani Nagar,1.32 Cr,1650,Ready to move,,"8,000 / sq ft",11,4
3,Kalyani Nagar,1.3 Cr,1600,Ready to move,,"8,125 / sq ft",6,3
3,Kalyani Nagar,1.3 Cr,1503,Ready to move,,"8,649 / sq ft",6,3
3,Kalyani Nagar,1.29 Cr,1300,Ready to move,,"9,923 / sq ft",9,2
3,Kalyani Nagar,1.28 Cr,1700,Ready to move,,"7,529 / sq ft",121,3
3,Kalyani Nagar,1.28 Cr,1500,Ready to move,,"8,533 / sq ft",11,3
3,Dhayari,97.95 L,1109,Under Construction,Possession by Jun 2024,"8,832 / sq ft",,
2,Dhayari,81.99 L,919,Under Construction,Possession by Jun 2024,"8,922 / sq ft",,
2,Dhayari,58.37 L,637,Under Construction,Possession by Jun 2024,"9,164 / sq ft",,
2,Kalyani Nagar,1.45 Cr,1285,Ready to move,,"11,284 / sq ft",8,2
2,Dhayari,69.3 L,768,Under Construction,Possession by Jun 2024,"9,024 / sq ft",,
2,Dhayari,76.63 L,855,Under Construction,Possession by Jun 2024,"8,962 / sq ft",,
2,Dhayari,60.46 L,662,Under Construction,Possession by Jun 2024,"9,133 / sq ft",,
3,Dhayari,87.05 L,979,Under Construction,Possession by Jun 2024,"8,892 / sq ft",,
3,Kalyani Nagar,1.43 Cr,1700,Ready to move,,"8,411 / sq ft",1,3
1,Tathawade,37 L,556,Under Construction,Possession by Aug 2024,"6,654 / sq ft",,1
2,Tathawade,67 L,977,Under Construction,Possession by Aug 2025,"6,857 / sq ft",,2
2,Sus,63 L,870,Under Construction,Possession by Aug 2022,"7,241 / sq ft",,1
3,Chinchwad,1.17 Cr,1500,Under Construction,Possession by May 2026,"7,800 / sq ft",,3
2,Kharadi,93.58 L,938,Under Construction,Possession by Dec 2022,"9,976 / sq ft",,
3,Kharadi,2.02 Cr,2113,Under Construction,Possession by Dec 2022,"9,561 / sq ft",,
2,Kharadi,1.08 Cr,1105,Under Construction,Possession by Dec 2022,"9,861 / sq ft",,
3,Kharadi,1.04 Cr,1038,Under Construction,Possession by Dec 2022,"10,042 / sq ft",,
2,Kharadi,88.85 L,887,Under Construction,Possession by Dec 2022,"10,017 / sq ft",,
2,Kharadi,77.43 L,757,Under Construction,Possession by Dec 2022,"10,228 / sq ft",,
2,Kharadi,90.96 L,910,Under Construction,Possession by Dec 2022,"9,995 / sq ft",,
2,Kharadi,83.5 L,816,Under Construction,Possession by Dec 2022,"10,233 / sq ft",,
2,Kharadi,76.69 L,749,Under Construction,Possession by Dec 2022,"10,239 / sq ft",,
3,Kharadi,1.6 Cr,1666,Under Construction,Possession by Dec 2022,"9,648 / sq ft",,
2,Kharadi,1.17 Cr,1200,Under Construction,Possession by Dec 2022,"9,810 / sq ft",,
2,Kharadi,78.21 L,724,Under Construction,Possession by Jan 2021,"10,803 / sq ft",,
2,Bavdhan,87.72 L,839,Under Construction,Possession by Dec 2023,"10,456 / sq ft",,
1,Gahunje,31.84 L,344,Under Construction,Possession by Apr 2022,"9,256 / sq ft",,
2,Bavdhan,87.71 L,839,Under Construction,Possession by Dec 2023,"10,455 / sq ft",,
2,Wadgaon Sheri,98.01 L,733,Under Construction,Possession by Dec 2028,"13,372 / sq ft",,
2,Undri,53 L,1060,Ready to move,,"5,000 / sq ft",,2
2,Undri,43 L,960,Ready to move,,"4,479 / sq ft",,2
2,Undri,43 L,960,Ready to move,,"4,479 / sq ft",,2
2,Undri,43 L,960,Ready to move,,"4,479 / sq ft",,2
1,Undri,28 L,685,Ready to move,,"4,087 / sq ft",,1
3,Undri,54 L,1080,Ready to move,,"5,000 / sq ft",,2
2,Undri,55 L,1150,Ready to move,,"4,782 / sq ft",,2
2,Undri,46.5 L,966,Ready to move,,"4,813 / sq ft",2,2
2,Kondhwa,58.5 L,1000,Ready to move,,"5,850 / sq ft",4,2
1,Kondhwa,38.5 L,625,Ready to move,,"6,160 / sq ft",4,1
2,Kondhwa,58.5 L,1000,Ready to move,,"5,850 / sq ft",4,2
3,Undri,95 L,1900,Ready to move,,"5,000 / sq ft",5,3
2,NIBM Annex Mohammadwadi,50 L,1000,Ready to move,,"5,000 / sq ft",8,2
2,NIBM Annex Mohammadwadi,55 L,1400,Ready to move,,"3,928 / sq ft",8,2
3,Undri,60 L,1300,Ready to move,,"4,615 / sq ft",4,2
2,Undri,50 L,1208,Ready to move,,"4,139 / sq ft",4,2
3,Undri,74 L,1521,Ready to move,,"4,865 / sq ft",4,3
3,Undri,53 L,1518,Under Construction,Possession by May 2024,"3,491 / sq ft",,3
2,Undri,42 L,996,Ready to move,,"4,216 / sq ft",,2
